Molecule ChEMBL ID;Smiles;IC50_nM;Activity_status
CHEMBL263326;C[C@@H](c1ccc(-c2cccc(NS(C)(=O)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL363175;CCOC(=O)c1ccc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL192983;C[C@@H](c1ccccc1)[C@H](N)C(=O)N1CCSC1;100000;Inactive
CHEMBL218911;C[C@H](c1nc(-c2ccc(NS(C)(=O)=O)cc2)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL375442;CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)n2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL429829;CC(C)Cn1c(C(F)(F)F)nc2c1CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2;100000;Inactive
CHEMBL190593;N[C@H](C(=O)N1CC[C@H](F)C1)[C@@H](C(=O)NCCO)c1ccc(-c2ccc(F)cc2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL3616904;CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ccccc1)c(=O)n2C;100000;Inactive
CHEMBL374032;C[C@H](c1nc(-c2ccc(F)cc2F)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL246168;CC(=O)N(C)c1ccc([C@H](C(=O)N(C)C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL245971;CC(=O)Nc1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL400068;N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2[C@H]1Cn1cncn1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL371347;CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CCOCC1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL192980;C[C@@H](c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL188096;CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL190979;C[C@@H](c1ccc(-c2cccc(-c3nc[nH]n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL195755;C[C@@H](c1ccc(-c2cccc(C(=O)O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL195667;C[C@@H](c1ccc(-c2cccc(-c3nnco3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL195739;C[C@@H](c1ccc(-c2cccc(-n3cnnn3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL365567;N[C@H](C(=O)N1CC[C@H](F)C1)[C@@H](CO)c1ccc(-c2ccc(F)cc2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL191327;N[C@H](C(=O)N1CC[C@H](F)C1)[C@@H](C(=O)O)c1ccc(-c2ccc(F)cc2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL372004;COC(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL3329689;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCNCC3)ccnc21;100000;Inactive
CHEMBL3329624;N#Cc1ccccc1Cn1c(=O)oc2nccc(N3CCC[C@@H](N)C3)c21;100000;Inactive
CHEMBL1683112;CC(=O)N(CCCC(F)(F)F)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1;100000;Inactive
CHEMBL194437;C[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL362973;C[C@@H](c1ccccc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL195270;C[C@@H](c1cc(F)cc(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL216774;C[C@H](c1nc(-c2ccccc2C(F)F)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL251405;CCn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2;100000;Inactive
CHEMBL216186;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL558585;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL557187;Cl.N[C@@H](CC(=O)N1CCn2cnnc2C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL219278;C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2F)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL220301;C[C@H](c1nc(-c2ccc(C(F)(F)F)cc2)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL218776;C[C@H](c1nc(-c2ccc(NS(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CC[C@@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL3329631;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)c3ccccc3nc21;100000;Inactive
CHEMBL3329640;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CC(N)C3)ccnc21;100000;Inactive
CHEMBL3329700;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)cc(C(N)=O)nc21;100000;Inactive
CHEMBL3329699;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)cc(CO)nc21;100000;Inactive
CHEMBL3329626;N#Cc1ccccc1Cn1c(=O)[nH]c2nccc(N3CCC[C@@H](N)C3)c21;100000;Inactive
CHEMBL400722;NC(CC(=O)N1CCn2nc(C(F)(F)F)nc2[C@@H]1C(O)C1CC1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL248936;N[C@@H](CC(=O)N1CCn2nc(C3CC3)nc2C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL2425891;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(C)ccc3n2)c1=O;100000;Inactive
CHEMBL2425884;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ncccn2)c1=O;100000;Inactive
CHEMBL3616909;CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ccc(-n3cncn3)cc1)c(=O)n2C;100000;Inactive
CHEMBL3616917;CC#CCn1c(N2CCNC(=O)C2)nc2c1c(=O)n(Cc1nc(OC)c3ccccc3n1)c(=O)n2C;100000;Inactive
CHEMBL3616901;CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1nc(OC)c3ccccc3n1)c(=O)n2C;100000;Inactive
CHEMBL206383;C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL218306;C[C@H](c1n[nH]c(-c2ccc(Cl)cc2Cl)n1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL365967;CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CCS(=O)(=O)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL536089;CC1c2nnc(C(F)(F)F)n2C(C)CN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl;100000;Inactive
CHEMBL3329630;Cn1c(=O)c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)ccnc21;100000;Inactive
CHEMBL3329636;Cn1c(=O)n(Cc2ccccc2Cl)c2c(N3CCC[C@@H](N)C3)ccnc21;100000;Inactive
CHEMBL3329632;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)ncnc21;100000;Inactive
CHEMBL3329627;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)ccnc21;100000;Inactive
CHEMBL3329703;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)cc(N3CCOCC3)nc21;100000;Inactive
CHEMBL4747683;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC1=NC3C=CC=CC3C(C)=N1)c(=O)n2C;100000;Inactive
CHEMBL3329629;Cn1c(=S)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)ccnc21;100000;Inactive
CHEMBL3616897;CC#CCn1c(NCC(N)=O)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C;100000;Inactive
CHEMBL1242967;N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCc3ccccc3C2)C(=O)N1;100000;Inactive
CHEMBL182223;NC(CC(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=O)O)cc1)Cc1ccc(F)c(F)c1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL191514;Cc1ccc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL537844;CCc1nnc2n1CCN(C(=O)C[C@H](N)Cc1ccc(F)c(F)c1)C2.Cl;100000;Inactive
CHEMBL190031;N[C@H](C(=O)N1CC[C@H](F)C1)[C@@H](CN1CCCC1)c1ccc(-c2ccc(F)cc2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL3616913;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(C(C)C)c(=O)n2C;100000;Inactive
CHEMBL3616914;Cn1c(N2CCNC(=O)C2)nc2c1c(=O)[nH]c(=O)n2C;100000;Inactive
CHEMBL4524414;O=C(CCCCCO[N+](=O)[O-])N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL1422;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL562388;N[C@H]1Cn2c(nc3ncccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL220404;C[C@H](c1noc(-c2ccc(Cl)cc2Cl)n1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL556979;CN(C)C(=O)CC1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl;100000;Inactive
CHEMBL203379;C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL219602;C[C@H](c1nc(-c2ccc(S(N)(=O)=O)cc2)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL206172;C[C@@H](c1ccc(-c2ccc(=O)n(-c3ccc(F)cc3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL191805;Cn1nc2c(c1C(F)(F)F)CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2;100000;Inactive
CHEMBL375745;CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)n2)c(F)c1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL1243374;N#C[C@@H]1CCCN1C(=O)CNC(=O)c1cccc2ccccc12;100000;Inactive
CHEMBL1243216;NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1;100000;Inactive
CHEMBL399499;N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL401057;N[C@@H](CC(=O)N1CCn2nc(-c3ccccc3)nc2C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL376359;Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O;100000;Inactive
CHEMBL4446618;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(F)c2C(=O)O)c1=O;100000;Inactive
CHEMBL4791597;N[C@@H]1CCCN(c2cc(NCc3ccc(Cl)cc3Cl)n3nccc3n2)C1;100000;Inactive
CHEMBL4798418;Fc1ccc(Nc2cc(N3CCNCC3)nc3ccnn23)c(F)c1;100000;Inactive
CHEMBL446007;CC[C@H](C)[C@H](N)C(=O)N1CCCCCC1;100000;Inactive
CHEMBL248743;N[C@@H](CC(=O)N1CCn2ncnc2C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL250351;N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2C1Cn1cccn1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL3616899;CC#CCn1c(NCCNC(=O)c2ccncc2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C;100000;Inactive
CHEMBL3616910;CC#CCn1c(N2CCNC(=O)C2)nc2c1c(=O)n(Cc1ccccn1)c(=O)n2C;100000;Inactive
CHEMBL1422;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL4445783;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(Br)ccc2C(=O)OC)c1=O;100000;Inactive
CHEMBL3616906;CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ccc(-c3ccccc3C#N)cc1)c(=O)n2C;100000;Inactive
CHEMBL2333026;C[C@@H](NC(=O)c1ccncc1)C(=O)N1CCC[C@H]1B(O)O;100000;Inactive
CHEMBL380496;COc1cc(=O)n(C)cc1-c1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL203736;C[C@@H](c1ccc(-c2cc(F)c(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL557542;C[C@H]1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl;100000;Inactive
CHEMBL553787;C[C@@H]1Cn2c(nnc2C(F)(F)F)CN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl;100000;Inactive
CHEMBL2425887;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3c(ccc4ccccc43)n2)c1=O;100000;Inactive
CHEMBL2425890;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(F)ccc3n2)c1=O;100000;Inactive
CHEMBL4465482;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cc(Cl)ccc1C(=O)O)c(=O)n2C;100000;Inactive
CHEMBL4448186;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(Cl)cc1C(=O)O)c(=O)n2C;100000;Inactive
CHEMBL4461587;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(Br)cc1C(=O)O)c(=O)n2C;100000;Inactive
CHEMBL4465374;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(Br)cc1C(=O)OC)c(=O)n2C;100000;Inactive
CHEMBL2425882;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(CC#CC)c1=O;100000;Inactive
CHEMBL3616916;COc1nc(Cn2c(=O)c3c(nc(N4CCNC(=O)C4)n3C)n(C)c2=O)nc2ccccc12;100000;Inactive
CHEMBL3616920;COc1nc(Cn2c(=O)c3c(nc(N4CCNC(=O)C4)n3Cc3ccccc3)n(C)c2=O)nc2ccccc12;100000;Inactive
CHEMBL4562685;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Cl)cc2C(=O)O)c1=O;100000;Inactive
CHEMBL4527363;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Br)cc2C(=O)O)c1=O;100000;Inactive
CHEMBL4528149;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(Br)cc1C(=O)OCC)c(=O)n2C;100000;Inactive
CHEMBL1683103;CN(C(=O)CCC(=O)O)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1;100000;Inactive
CHEMBL438992;C[C@H](c1nc(-c2ccc(Cl)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL1243061;N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CC=C(c3ccc(Cl)cc3)CC2)C(=O)N1;100000;Inactive
CHEMBL1243127;N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccc(Cl)cc3C2)C(=O)N1;100000;Inactive
CHEMBL3616896;CC#CCn1c(N2CC(=O)N[C@H](CO)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C;100000;Inactive
CHEMBL3616893;CC#CCn1c(OCC)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C;100000;Inactive
CHEMBL3616908;CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ccc(-n3cccn3)cc1)c(=O)n2C;100000;Inactive
CHEMBL3616895;CC#CCn1c(N2CCNC(=O)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C;100000;Inactive
CHEMBL3616900;CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ncc3ccccc3n1)c(=O)n2C;100000;Inactive
CHEMBL3616898;CC#CCn1c(NCCNC(C)=O)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C;100000;Inactive
CHEMBL3616903;CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ccc3ccccc3c1)c(=O)n2C;100000;Inactive
CHEMBL3616911;CC#CCn1c(N2CCNC(=O)C2)nc2c1c(=O)n(Cc1cccnc1)c(=O)n2C;100000;Inactive
CHEMBL4453917;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(F)c2C(=O)OC)c1=O;100000;Inactive
CHEMBL2147070;Cl.Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2cc(F)ccc2Cl)c2ccc(C(=O)O)cc21;100000;Inactive
CHEMBL455542;N[C@@H](CCC(=O)O)C(=O)N1CCCC1;100000;Inactive
CHEMBL437379;C[C@@H](c1ccc(N(C)C(=O)c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL4590999;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cccc(F)c1C(=O)OC)c(=O)n2C;100000;Inactive
CHEMBL3687982;CCN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3F)c1c2=O;100000;Inactive
CHEMBL3616892;CC#CCn1c(N2CCCCC2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C;100000;Inactive
CHEMBL3616894;CC#CCn1c(N2CCC[C@@H](NC(C)=O)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C;100000;Inactive
CHEMBL3687978;CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3ccccc3C#N)c1c2=O;100000;Inactive
CHEMBL3687979;CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3F)c1c2=O;100000;Inactive
CHEMBL4438210;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(F)cc2C(=O)O)c1=O;100000;Inactive
CHEMBL377221;CN(C)C(=O)[C@@H](c1ccc(-c2ccc3ncnn3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL220249;C[C@H](c1nc(-c2ccc(OC(F)(F)F)cc2)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL5430453;Cc1ccc2c(c1)CN(C(=O)CC(C)(C)NCC(=O)N1CCC[C@H]1C#N)C2;100000;Inactive
CHEMBL4204176;N#Cc1ccccc1Cn1c(N2CCNCC2)cc(=O)n2nccc12;100000;Inactive
CHEMBL4581959;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(OC)ccc2C(=O)O)c1=O;100000;Inactive
CHEMBL3687983;CCN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C(F)(F)F)c1c2=O;100000;Inactive
CHEMBL3687977;CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C(F)(F)F)c1c2=O;100000;Inactive
CHEMBL4536341;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cc(Br)ccc1C(=O)O)c(=O)n2C;100000;Inactive
CHEMBL4441220;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cccc(F)c1C(=O)O)c(=O)n2C;100000;Inactive
CHEMBL4458949;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1c(Cl)cccc1C(=O)O)c(=O)n2C;100000;Inactive
CHEMBL4435383;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccccc1C(=O)OC)c(=O)n2C;100000;Inactive
CHEMBL250285;Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2Cc1ccc(F)cc1;100000;Inactive
CHEMBL250284;Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2Cc1ccccc1;100000;Inactive
CHEMBL536999;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1CC(F)(F)F)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL556606;CCC1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl;100000;Inactive
CHEMBL376359;Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O;100000;Inactive
CHEMBL4464592;O=C(CCCCO)N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL4537702;O=C(CO)N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL376359;Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O;100000;Inactive
CHEMBL4544024;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1c(Br)cccc1C(=O)O)c(=O)n2C;100000;Inactive
CHEMBL2425892;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(OC)ccc3n2)c1=O;100000;Inactive
CHEMBL1422;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL4208513;O=c1cc(N2CCNCC2)n(Cc2ccccc2)c2ccnn12;100000;Inactive
CHEMBL1422;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL536536;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1C(O)c1ccc(F)cc1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL370269;N[C@@H](CC(=O)N1CCc2n[nH]c(C(F)(F)C(F)(F)F)c2C1)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL1422;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL1422;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL4751895;N[C@@H]1CCCN(c2cc(Nc3ccccc3Cl)n3nccc3n2)C1;100000;Inactive
CHEMBL1243153;N#C[C@@H]1CC(F)(F)CN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1;100000;Inactive
CHEMBL237337;CN(C)C(=O)[C@@H](c1ccc(-c2ccc3ncnn3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1;100000;Inactive
CHEMBL556979;CN(C)C(=O)CC1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl;100000;Inactive
CHEMBL1422;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL3616890;CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C;100000;Inactive
CHEMBL3616902;CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1ccc3ccccc3n1)c(=O)n2C;100000;Inactive
CHEMBL535180;Cl.N[C@@H](CC(=O)N1CCCCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL1422;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL3687984;CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C#N)c1c2=O;100000;Inactive
CHEMBL376359;Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O;100000;Inactive
CHEMBL1422;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL237500;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C;100000;Inactive
CHEMBL3687980;CC#CCn1c(N2CCC[C@@H](N)C2)nc2nc3n(c(=O)c21)CC(=O)N3C;100000;Inactive
CHEMBL4446618;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(F)c2C(=O)O)c1=O;100000;Inactive
CHEMBL4446618;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cccc(F)c2C(=O)O)c1=O;100000;Inactive
CHEMBL376359;Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O;100000;Inactive
